url,safety_tag,nb_hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,ratio_nullHyperlinks,nb_extCSS,login_form,favicon,links_in_tags,email_submission_forms,internal_media_count,external_media_count,sfh,nb_iframe,nb_popup_window_count,onmouseover,right click disabled,empty_title,page_depth
https://proteceng.jp/mpp.php?mc_phishing_protection_id=28396-d6gjl4fs2tuvppksptk0,malicious,0,0,0,0,0,0,0,1,0,0,0,False,0,0,False,False,True,2
http://verification-coinbase.venezuelacybernetica.com/,malicious,29,0.0,0.0,0.0,0,0,0,1,0,0,0,True,0,0,False,False,False,2
https://girl.indonesiya.com/?m=1,malicious,68,0.0,0.0,0.0,1,0,1,1,0,1,4,False,0,0,False,False,False,20
http://abhiruproy599.github.io/amazon-clone,malicious,38,0.0,0.0,0.7631578947368421,1,0,1,0,0,1,0,False,0,0,False,False,False,6
http://airbnb-seven-lime.vercel.app/,malicious,0,0,0,0,0,0,0,1,0,15,15,False,0,0,False,False,False,12
http://eu.jotform.com/app/251738103149354,malicious,0,0,0,0,5,0,2,1,0,0,0,False,0,0,False,False,False,13
https://easybanktheface.vercel.app/,malicious,13,0.0,0.07692307692307693,0.0,0,0,0,0,0,16,0,False,0,0,False,False,False,8
https://airbnb-clone-farukipekcom.vercel.app/wanderlust.html,malicious,79,0.0,0.0,0.5822784810126582,1,0,0,1,0,40,0,False,0,0,False,False,False,12
http://gemkilfygu.godaddysites.com/,malicious,2,0.0,0.5,0.5,0,0,0,1,0,6,0,False,0,0,False,False,False,13
http://pub-502b05dd72194beeb3dbb59e5ca29d96.r2.dev/index.html,malicious,2,0.0,0.0,0.0,0,1,1,1,0,0,96,True,0,0,False,False,False,7
http://bsb.test.nidgecloud.com/sm2,malicious,0,0,0,0,0,0,1,1,0,3,2,True,0,0,False,False,False,7
https://dtw.qlp.mybluehost.me/input/login.php,malicious,14,0.0,0.0,1.0,3,1,0,1,0,7,0,True,0,0,False,False,False,9
http://www.telkomservicenet.weebly.com/,malicious,4,0.0,0.25,0.25,0,0,0,1,0,1,0,True,0,0,False,False,False,26
http://easybank-landing-page-pearl.vercel.app/,malicious,23,0.0,0.0,0.0,1,0,0,1,0,14,0,False,0,0,False,False,False,7
http://attmanger.wixstudio.com/home,malicious,2,0.0,0.5,0.0,0,0,2,1,1,0,5,False,0,0,False,False,False,31
https://hold-upixzee-lofin.godaddysites.com/,malicious,8,0.25,0.375,0.0,0,0,0,1,0,12,0,False,0,0,False,False,False,25
http://www.hold-upixzee-lofin.godaddysites.com/,malicious,8,0.25,0.375,0.0,0,0,0,1,0,12,0,False,0,0,False,False,False,25
http://pub-4c5c0c80086f497a9866740418b11fce.r2.dev/index.html,malicious,1,0.0,0.0,0.0,0,0,0,1,0,0,1,False,1,0,False,False,False,7
http://help-leadgsupport.webflow.io/,malicious,1,0.0,1.0,0.0,1,0,1,1,0,0,1,False,0,0,False,False,False,3
https://www.socialhub1.vercel.app/,malicious,0,0,0,0,0,0,0,0,0,0,0,False,0,0,False,False,False,2
http://deepika190207.github.io/AmazonCloneProject,malicious,25,0.0,0.0,1.0,1,0,0,0,0,0,0,False,0,0,False,False,False,6
http://assets.freightinternationalservices.com/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,malicious,2,0.0,0.0,0.0,0,1,0,1,0,1,0,True,0,0,False,False,False,9
http://amazon-clone-ten-rust.vercel.app/,malicious,260,0.0,0.08846153846153847,0.03076923076923077,5,0,0,1,0,4,129,True,0,0,False,False,False,24
http://smtpmail.safebank.onl/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,malicious,2,0.0,0.0,0.0,0,1,0,1,0,1,0,True,0,0,False,False,False,9
https://kucoinyvip.com/,malicious,0,0,0,0,0,0,0,1,0,0,0,False,0,0,False,False,False,8
http://easybank-landing-page-master-five.vercel.app/,malicious,14,0.0,0.0,0.0,0,0,0,0,0,15,0,False,0,0,False,False,False,8
https://rafiabae075-sketch.github.io/Amazon-clone/,malicious,30,0.0,0.0,1.0,1,0,0,0,0,0,0,False,0,0,False,False,False,6
http://booking-clone-neon.vercel.app/,malicious,6,0.16666666666666666,0.0,0.0,0,0,0,1,0,0,6,False,0,0,False,False,False,9
https://135461223.site/458/bb368be3-caa3-4d3c-854d-d43584b39596/718619/x,malicious,3,0.0,1.0,0.0,2,0,1,0,0,0,1,False,0,0,False,False,False,10
https://roblox.com.ge/users/5064250242/profile,malicious,11,0.0,0.0,0.18181818181818182,35,0,1,1,0,1,1,False,1,0,False,False,False,15
https://webmail-kmutt-ac-th.weebly.com/,malicious,5,0.0,0.2,0.4,0,0,0,1,0,2,0,True,0,0,False,False,False,25
https://om472739-dotcom.github.io/security-update-center,malicious,0,0,0,0,0,0,0,1,0,0,1,False,0,0,False,False,False,3
https://subhasmita-puja.github.io/Netflix-clone-Landing-Page/,malicious,16,0.0,0.0,0.0,0,0,0,0,0,1,6,False,0,0,False,False,False,5
https://sammy-code04092006.github.io/netflixclone/,malicious,0,0,0,0,0,0,0,0,0,16,0,False,0,0,False,False,False,5
https://bezpiecznyserwerpocztyelektronicznej.pl/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,malicious,2,0.0,0.0,0.0,0,1,0,1,0,1,0,True,0,0,False,False,False,9
http://ecommerce-clone-phi.vercel.app/,malicious,29,0.0,0.0,1.0,1,0,0,0,0,0,0,False,0,0,False,False,False,6
http://gitdevto.github.io/,malicious,34,0.0,0.5882352941176471,0.0,27,0,1,1,0,1,0,False,0,0,False,False,False,18
https://tyret-1-ya.028426.com/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,malicious,2,0.0,0.0,0.0,0,1,0,1,0,1,0,True,0,0,False,False,False,9
https://www.17ty01.com/,malicious,4,0.0,1.0,0.0,0,0,0,1,0,15,0,False,0,1,False,False,False,9
http://danaaa-paaylaateerrr.armeiza.me/,malicious,2,0.0,0.0,0.0,5,0,1,1,0,0,5,True,0,0,False,False,False,9
http://d1h167kqs4nc739l06ag.edoctransfer.com/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,malicious,2,0.0,0.0,0.0,0,1,0,1,0,1,0,True,0,0,False,False,False,9
https://roblox.com.ly/upgrades/robux?ctx=navpopover,malicious,16,0.125,0.0,0.375,25,0,1,1,0,2,5,False,1,0,False,False,False,10
https://waqasrajput123.github.io/Amazon_Clone/,malicious,23,0.0,0.0,1.0,1,0,0,0,0,0,0,False,0,0,False,False,False,6
http://f.digitalmaillane.com/igit/4/c59tey3J5vg11i1csmJwo3Juhsv6gJbmrJnogJzcJsJl,malicious,19,0.0,0.9473684210526315,0.0,0,0,0,0,0,0,13,False,0,0,False,False,False,12
https://info.cloudinfolibrary.com/c/18b1vKc2U5qPdAvcySJZjoSBoCi,malicious,12,0.0,1.0,0.0,1,0,0,1,1,1,0,True,0,0,False,False,False,16
https://www.roblox.com.gl/users/332411878850/profile,malicious,19,0.0,0.7894736842105263,0.10526315789473684,34,0,1,1,0,1,7,False,1,0,False,False,False,16
https://prem.li/kpmyt,malicious,19,0.0,0.7894736842105263,0.10526315789473684,34,0,1,1,0,1,7,False,1,0,False,False,False,16
https://snapchat-login-clone.vercel.app/,malicious,0,0,0,0,1,0,0,0,0,0,0,False,0,0,False,False,False,3
http://radassociates.dev/,malicious,4,0.0,0.5,0.0,1,1,1,1,1,1,0,True,0,0,False,False,False,8
http://www.coinbaseloginu.blogspot.com/,malicious,38,0.0,0.868421052631579,0.10526315789473684,0,0,1,1,0,0,5,True,0,0,False,False,False,21
https://pedagio-digital.click/,malicious,10,0.5,0.0,0.1,2,1,0,1,0,4,0,False,0,0,False,False,False,9
https://sciencebranding.com/wp-admin/css/colors/blue/js/ch/,malicious,26,0.0,0.0,0.0,1,1,1,1,0,0,0,False,0,0,False,False,False,10
http://gamini-logg-in.godaddysites.com/,malicious,24,0.20833333333333334,0.041666666666666664,0.041666666666666664,0,0,0,1,0,3,0,False,0,0,False,False,False,27
http://bafybeibeooncwnjx3amo2o2swthlvsjll5hcqkjxrwslmvsydqd75ukvvy.ipfs.infura-ipfs.io/,malicious,0,0,0,0,0,0,1,1,0,1,2,False,1,1,False,False,False,7
http://gestao.current-news-alerts.com/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,malicious,2,0.0,0.0,0.0,0,1,0,1,0,1,0,True,0,0,False,False,False,9
http://taiyangchengwangshangkaihuqunaliya.verifytoken.com/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,malicious,2,0.0,0.0,0.0,0,1,0,1,0,1,0,True,0,0,False,False,False,9
https://prem.li/uVRfQ,malicious,19,0.0,0.7894736842105263,0.10526315789473684,34,0,1,1,0,1,7,False,1,0,False,False,False,16
http://super-duper-potato-nine.vercel.app/,malicious,11,0.0,0.2727272727272727,0.09090909090909091,1,1,1,1,0,0,0,True,0,0,False,False,False,15
http://psychic-bassoon-delta.vercel.app/,malicious,11,0.0,0.2727272727272727,0.09090909090909091,1,1,1,1,0,0,0,True,0,0,False,False,False,15
https://sahansabah.github.io/my-website/,malicious,24,0.0,1.0,0.0,0,0,0,0,4,11,0,False,0,0,False,False,False,7
https://sso-auth.com/LSRxbNcwfMBLO7Y?/facebook_secure_account?id=759347502378427672987349826578129038123807394,malicious,46,0.0,0.043478260869565216,0.0,0,1,1,1,0,0,1,True,0,0,False,False,False,8
https://bateeqblus.com/m/index/,malicious,0,0,0,0,3,0,0,1,0,0,0,False,0,0,False,False,True,3
http://list-mgmt.com/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,malicious,2,0.0,0.0,0.0,0,1,0,1,0,1,0,True,0,0,False,False,False,9
https://trackes-packes.com/pages/ban.php,malicious,1,0.0,0.0,0.0,0,0,0,0,0,0,0,False,0,0,False,False,False,4
https://trackes-packes.com/,malicious,1,0.0,0.0,0.0,0,0,0,0,0,0,0,False,0,0,False,False,False,4
https://abha28.github.io/Netflix-Clone/,malicious,2,0.0,0.0,0.0,0,0,0,0,1,1,0,True,0,0,False,False,False,8
http://amazon-my.vercel.app/,malicious,3,0.0,0.0,0.0,1,0,0,0,0,4,0,False,0,0,False,False,False,5
https://roblox.com.ge/users/4663789703/profile,malicious,15,0.0,0.2,0.2,35,0,1,1,0,1,3,False,1,0,False,False,False,21
http://narendra1715.github.io/whatsapp-clone-login-page/,malicious,1,0.0,0.0,1.0,0,0,0,1,0,3,0,False,0,0,False,False,False,6
https://www.robiox.com.py/users/293634079314/profile,malicious,21,0.0,0.7619047619047619,0.14285714285714285,34,0,1,1,0,1,9,False,1,0,False,False,False,18
https://facebook.emml.com.br/mobile.html/,malicious,33,0.0,0.9393939393939394,0.030303030303030304,4,1,1,1,1,2,0,True,0,0,False,False,False,20
https://harishsince2004.github.io/Amazon-clone,malicious,20,0.8,0.0,0.05,0,0,0,0,0,61,0,False,0,0,False,False,False,6
http://mxx777.net/,malicious,10,0.0,0.2,0.1,5,1,0,1,0,2,1,False,0,0,False,False,False,8
https://click2prize.com/amazongift/2/cz.html,malicious,0,0,0,0,0,0,1,1,0,12,1,False,0,0,False,False,False,11
http://mail.virus-control.com/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,malicious,2,0.0,0.0,0.0,0,1,0,1,0,1,0,True,0,0,False,False,False,9
https://roblox.com.ge/users/7159644918/profile,malicious,15,0.0,0.2,0.2,35,0,1,1,0,1,3,False,1,0,False,False,False,21
https://metaun-masik-loggiin.godaddysites.com/,malicious,26,0.19230769230769232,0.038461538461538464,0.038461538461538464,0,0,0,1,0,3,0,False,0,0,False,False,False,27
http://www.metaun-masik-loggiin.godaddysites.com/,malicious,26,0.19230769230769232,0.038461538461538464,0.038461538461538464,0,0,0,1,0,3,0,False,0,0,False,False,False,27
https://roblox.com.ge/users/2444730596/profile,malicious,15,0.0,0.2,0.2,35,0,1,1,0,1,3,False,1,0,False,False,False,21
https://esdgte2.pages.dev/Brokeback-Mountain-Heath-Ledger/dp/B00005JOFQ/ref=tmm_dvd_swatch_0,malicious,228,0.0,0.18421052631578946,0.0043859649122807015,40,0,0,1,0,2,121,True,0,0,False,False,False,31
https://pub-c498eb31b5d846b1bd6aa9a794d815e7.r2.dev/index.html?706a3d15fd906d589429af314dde18,malicious,1,0.0,0.0,0.0,0,0,0,1,0,0,1,False,1,0,False,False,False,7
http://www.roblox.com.ml/users/9001773404/profile,malicious,22,0.0,0.45454545454545453,0.13636363636363635,35,0,1,1,0,1,9,False,1,0,False,False,False,21
http://www.is.gd/uq8b5u/,malicious,22,0.0,0.0,0.4090909090909091,34,0,1,1,0,3,5,False,1,0,False,False,False,14
https://www.roblox.com.gl/users/262598383305/profile,malicious,21,0.0,0.7619047619047619,0.14285714285714285,34,0,1,1,0,1,9,False,1,0,False,False,False,18
https://binance-blog.vercel.app/,malicious,112,0.0,0.9910714285714286,0.008928571428571428,0,0,0,1,0,22,4,False,1,0,False,False,False,26
https://www.robiox.com.py/users/241164346983/profile,malicious,21,0.0,0.7619047619047619,0.14285714285714285,34,0,1,1,0,1,9,False,1,0,False,False,False,18
https://bill.fast-shipping.it/?rid=xdr4fyW,malicious,3,0.0,0.0,0.0,0,1,0,1,0,0,3,True,0,0,False,False,False,7
https://lzlwj.pages.dev/-/zh/gp/most-gifted/books/7406072011/ref=zg_mg_nav_books_3_8953370011,malicious,64,0.0,0.09375,0.015625,7,0,0,1,0,2,4,True,0,0,False,False,False,19
https://roblox.com.ge/communities/737483139/,malicious,16,0.0,0.0,0.375,32,0,1,1,0,2,5,False,1,0,False,False,False,15
http://api.timeforsurveys.com/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,malicious,2,0.0,0.0,0.0,0,1,0,1,0,1,0,True,0,0,False,False,False,9
http://change-password.webaccess-alerts.net/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,malicious,2,0.0,0.0,0.0,0,1,0,1,0,1,0,True,0,0,False,False,False,9
https://roboux2025.netlify.app/,malicious,0,0,0,0,1,0,0,1,0,1,6,False,0,0,False,False,False,8
http://d1h18snpm74c73ce2gd0.us.divertido.juegos/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,malicious,2,0.0,0.0,0.0,0,1,0,1,0,1,0,True,0,0,False,False,False,9
https://roblox.com.ge/games/12779220536/place12779220536?privateServerLinkCode=02887277781288244050039015701059,malicious,22,0.0,0.0,0.4090909090909091,34,0,1,1,0,3,5,False,1,0,False,False,False,14
https://roblox.com.py/communities/7733422653/,malicious,16,0.0,0.0,0.375,32,0,1,1,0,2,5,False,1,0,False,False,False,15
https://info.cloudinfolibrary.com/c/1gEHP2YlhmnPuPFj2tox0LRn8qV,malicious,12,0.0,1.0,0.0,1,0,0,1,1,1,0,True,0,0,False,False,False,16
http://en--netcoins-com---auth.webflow.io/,malicious,1,0.0,0.0,0.0,1,0,1,1,0,0,1,False,0,0,False,False,False,3
https://www.robiox.com.py/users/272194061263/profile,malicious,38,0.0,0.8157894736842105,0.13157894736842105,34,0,1,1,0,1,23,False,1,0,False,False,False,18
https://m.m-galabet1053.com/tr/,malicious,0,0,0,0,0,0,0,1,0,0,0,False,0,0,False,False,False,2
https://www.trustwalletsupport.dev/,malicious,0,0,0,0,0,0,0,1,0,2,0,False,0,0,False,False,False,7
http://gemuilgeefn.godaddysites.com/,malicious,2,0.0,0.5,0.5,0,0,0,1,0,1,0,False,0,0,False,False,False,15
http://www.upgolld-lugnex.godaddysites.com/,malicious,5,0.4,0.2,0.2,0,0,0,1,0,0,2,False,0,0,False,False,False,25
https://lnk.ink/www.robIox.com.users-3932005980.profile,malicious,12,0.0,0.08333333333333333,0.16666666666666666,35,0,1,1,0,1,1,False,1,0,False,False,False,15
http://galabetgirisadresi.com/,malicious,388,0.0,0.9948453608247423,0.0,1,0,2,1,0,0,184,False,1,0,False,False,False,13
https://krakenlogino.github.io/krakenlogin/,malicious,2,0.0,1.0,0.0,0,0,0,0,0,1,0,False,0,0,False,False,False,4
http://content--ledgerlives--en-us-2740c2.webflow.io/,malicious,0,0,0,0,1,0,1,1,0,0,1,False,0,0,False,False,False,2
http://hamada-khairi.github.io/Google,malicious,2,0.0,0.0,0.0,0,1,0,1,1,0,0,False,0,0,False,False,False,5
https://realshayanahmed.github.io/netflix/,malicious,0,0,0,0,0,0,0,0,0,0,1,False,0,0,False,False,False,5
http://ead.current-news-alerts.com/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,malicious,2,0.0,0.0,0.0,0,1,0,1,0,1,0,True,0,0,False,False,False,9
http://m.galabets2026.vip/,malicious,4,0.0,1.0,0.0,1,0,1,1,0,0,1,False,0,0,False,False,False,6
https://aditi884.github.io/Netflix/,malicious,0,0,0,0,0,0,0,0,0,0,6,False,0,0,False,False,False,5
http://dapper-entremet-6349c1.netlify.app/,malicious,1,0.0,0.0,0.0,1,0,1,0,0,1,0,False,0,0,False,False,False,6
http://galabet.turkiyewin.vip/,malicious,0,0,0,0,2,0,0,1,0,0,0,False,0,0,False,False,False,2
https://roblox.com.ge/users/7317793378/profile,malicious,15,0.0,0.2,0.2,35,0,1,1,0,1,3,False,1,0,False,False,False,21
https://roblox.com.kz/users/1359609853/profile,malicious,90,0.0,0.7888888888888889,0.06666666666666667,35,0,1,1,0,1,31,True,0,0,False,False,False,19
http://instagram-clone-sabitalizade.vercel.app/,malicious,0,0,0,0,0,0,1,0,0,0,0,False,0,0,False,False,False,2
https://cd.fstval-rmdhan26.com/vel/,malicious,1,0.0,0.0,0.0,1,0,1,0,0,1,0,False,0,0,False,False,False,6
http://roblox.com.ge/communities/5661312227/Great-Empire,malicious,16,0.0,0.0,0.375,32,0,1,1,0,2,5,False,1,0,False,False,False,15
http://welcome-staking-home.webflow.io/,malicious,0,0,0,0,1,0,1,1,0,0,1,False,0,0,False,False,False,2
http://amazon-clone-lilac-two.vercel.app/,malicious,33,0.0,0.7878787878787878,0.0,0,0,0,1,0,0,14,False,0,0,False,False,False,9
https://preview.mailerlite.io/forms/2144184/180454001998824534/share,malicious,1,0.0,1.0,0.0,0,0,0,1,0,0,1,True,0,0,False,False,False,11
https://suncoast-dev-git-scups-131-suncoast-credit-union.vercel.app/,malicious,130,0.007692307692307693,0.13846153846153847,0.007692307692307693,0,0,0,1,0,0,77,False,0,0,False,False,False,20
https://videox.bukaankarahili.online/l-as-sociodemographic-informat.html,malicious,10,0.8,0.0,0.0,2,0,0,0,0,4,0,False,0,0,False,False,False,8
http://securebankinggroup.com/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,malicious,2,0.0,0.0,0.0,0,1,0,1,0,1,0,True,0,0,False,False,False,9
http://inlogupcold.godaddysites.com/,malicious,2,0.0,0.5,0.5,0,0,0,1,0,0,2,False,0,0,False,False,False,16
http://zeellepaysupportnumberr.webflow.io/,malicious,0,0,0,0,1,0,1,1,0,0,1,False,0,0,False,False,False,3
https://superlinha-balcao.com/seguranca.php/,malicious,1,0.0,0.0,0.0,2,0,3,1,0,0,4,False,0,0,False,False,False,9
http://osmthome.com/,malicious,74,0.0,0.918918918918919,0.0,7,0,2,1,0,0,22,True,0,0,False,False,False,13
http://upgolld-lugnex.godaddysites.com/,malicious,5,0.4,0.2,0.2,0,0,0,1,0,0,2,False,0,0,False,False,False,25
https://videox.bukaankarahili.online/ted-with-your-device-as-well-a.html,malicious,10,0.8,0.0,0.0,2,0,0,0,0,4,0,False,0,0,False,False,False,8
https://forsale.dynadot.com/dreamsmart.pl?drefid=2071,malicious,3,0.3333333333333333,0.6666666666666666,0.0,0,0,0,1,0,4,0,True,0,0,False,False,False,12
http://dreamsmart.pl/other/transaction_id26/card_payment,malicious,3,0.3333333333333333,0.6666666666666666,0.0,0,0,0,1,0,4,0,True,0,0,False,False,False,12
http://padisahbet.guvenli-resmi-giris.vip/,malicious,4,0.0,1.0,0.0,1,0,0,1,0,0,0,False,0,0,False,False,False,8
https://bateeqblus.com/m/index,malicious,0,0,0,0,3,0,0,1,0,0,0,False,0,0,False,False,True,3
http://m.mail.en.surveytime.com.sg/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,malicious,2,0.0,0.0,0.0,0,1,0,1,0,1,0,True,0,0,False,False,False,9
http://pc1380.ecardalert.com/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,malicious,2,0.0,0.0,0.0,0,1,0,1,0,1,0,True,0,0,False,False,False,9
https://facebook.emml.com.br/login.html/,malicious,47,0.0,0.8936170212765957,0.0,6,1,1,1,0,2,0,True,0,0,False,False,False,18
https://roblox.com.ge/users/643745649/profile/,malicious,15,0.0,0.2,0.2,35,0,1,1,0,1,3,False,1,0,False,False,False,21
http://gixa.weebly.com/,malicious,9,0.3333333333333333,0.1111111111111111,0.2222222222222222,0,0,0,1,0,3,0,True,0,0,False,False,False,17
http://luch.zeabur.app/,malicious,5,0.0,1.0,0.0,1,1,0,1,0,1,1,True,0,0,False,False,False,6
https://sso-security.com/KMhbf4Uogh9-DA,malicious,8,0.0,1.0,0.0,0,0,0,1,0,3,1,False,0,0,False,False,False,20
http://roblox.com.ge/communities/8318399150/,malicious,16,0.0,0.0,0.375,32,0,1,1,0,2,5,False,1,0,False,False,False,15
https://facebook.emml.com.br/mobile.html,malicious,33,0.0,0.9393939393939394,0.030303030303030304,4,1,1,1,1,2,0,True,0,0,False,False,False,20
https://authentication.ms/fzvGHliShhYi2tM,malicious,8,0.0,1.0,0.0,0,0,0,1,0,3,1,False,0,0,False,False,False,20
https://sso-security.com/ZX4VW6QVDDM,malicious,8,0.0,1.0,0.0,0,0,0,1,0,3,1,False,0,0,False,False,False,20
