url,safety_tag,nb_hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,ratio_nullHyperlinks,nb_extCSS,login_form,favicon,links_in_tags,email_submission_forms,internal_media_count,external_media_count,sfh,nb_iframe,nb_popup_window_count,onmouseover,right click disabled,empty_title,page_depth
http://monumental-meerkat-3f8700.netlify.app/,malicious,44,0,0.4318181818181818,0.13636363636363635,28,1,1,1,0,2,6,FALSE,2,0,FALSE,FALSE,FALSE,14
https://www.roblox.tc/users/7585593266/profile,malicious,22,0,0.45454545454545453,0.13636363636363635,35,0,1,1,0,1,9,FALSE,1,0,FALSE,FALSE,FALSE,21
http://pub-1e4f4c4731564bcfb8e331f9603bf557.r2.dev/index.html,malicious,2,0,0,0,0,1,1,1,0,0,96,TRUE,0,0,FALSE,FALSE,FALSE,7
https://aravind-tanneri.github.io/discord-clone/,malicious,37,0,0,0,1,0,0,0,0,11,1,FALSE,0,0,FALSE,FALSE,FALSE,6
https://roblox.com.py/games/108507818469136/?privateServerLinkCode=00346333024204552095941072523791,malicious,22,0,0,0.4090909090909091,34,0,1,1,0,3,5,FALSE,1,0,FALSE,FALSE,FALSE,14
https://anjalishharma10-cell.github.io/netflix-clone/,malicious,15,0,1,0,0,0,0,0,0,7,0,FALSE,0,0,FALSE,FALSE,FALSE,7
http://xz.imtokeno.vip/,malicious,57,0.017543859649122806,0.8070175438596491,0,0,0,2,1,1,24,9,TRUE,0,0,FALSE,FALSE,FALSE,14
http://1665pp.com/,malicious,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,2
https://www.roblox.com.ml/users/8620760010/profile,malicious,22,0,0.45454545454545453,0.13636363636363635,35,0,1,1,0,1,9,FALSE,1,0,FALSE,FALSE,FALSE,21
http://gb.ivyris.top/,malicious,5,0,1,0,1,1,0,1,0,1,1,TRUE,0,0,FALSE,FALSE,FALSE,6
https://go.ly/robrlox-com-user-5589330,malicious,22,0,0.45454545454545453,0.13636363636363635,35,0,1,1,0,1,9,FALSE,1,0,FALSE,FALSE,FALSE,21
http://easy-bank-omega.vercel.app/,malicious,24,0,0,0,1,0,0,0,0,16,0,FALSE,0,0,FALSE,FALSE,FALSE,11
http://metamzaklojinn8.godaddysites.com/,malicious,24,0.20833333333333334,0.041666666666666664,0.041666666666666664,0,0,0,1,0,3,0,FALSE,0,0,FALSE,FALSE,FALSE,27
http://pub-ba929d2ab1f04e75869e394f6d120bba.r2.dev/index.html,malicious,2,0,0,0,0,1,1,1,0,0,96,TRUE,0,0,FALSE,FALSE,FALSE,7
http://facebookmz.blogspot.com/,malicious,3,0,1,0,3,0,1,1,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,19
http://easy-bank-pi.vercel.app/,malicious,31,0.032258065,0,0.16129032258064516,1,0,0,0,0,6,0,FALSE,0,0,FALSE,FALSE,FALSE,7
http://easy-bank-tau.vercel.app/,malicious,0,0,0,0,0,0,0,1,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,3
http://gb.itdb.top/,malicious,5,0,1,0,1,1,0,1,0,1,1,TRUE,0,0,FALSE,FALSE,FALSE,6
http://keerthanasivakumar15.github.io/amazon-webpage,malicious,67,0,0,0,2,0,0,1,0,84,2,FALSE,0,0,FALSE,FALSE,FALSE,12
https://darkreaper-dev.github.io/dfhdspofdpof-hdpondojsfjdsj/,malicious,29,0,1,0,0,1,1,1,0,3,0,FALSE,1,0,FALSE,FALSE,FALSE,14
https://robiox.com.af/games/121864768012064/Fish-It?privateServerLinkCode=61494118017510042313290324499108,malicious,22,0,0,0.4090909090909091,34,0,1,1,0,3,5,FALSE,1,0,FALSE,FALSE,FALSE,14
http://gemini.izoa.fun/,malicious,5,0,1,0,1,1,0,1,0,1,1,TRUE,0,0,FALSE,FALSE,FALSE,6
http://toyioudoete.github.io/easyBank,malicious,22,0,0,0,1,0,0,1,0,15,0,FALSE,0,0,FALSE,FALSE,FALSE,8
http://amazon-trial.vercel.app/ja,malicious,5,0.4,0.2,0,0,0,0,1,0,0,3,FALSE,0,0,FALSE,FALSE,FALSE,12
https://parking-pcnfyi.vip/index.html,malicious,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,2
http://accounts.bmwweb.biz/en/login,malicious,0,0,0,0,6,0,2,1,0,0,0,TRUE,1,0,FALSE,FALSE,FALSE,15
https://www.robiox.com.py/users/338856867479/profile,malicious,29,0,0.7586206896551724,0.1724137931034483,35,0,1,1,0,1,15,FALSE,1,0,FALSE,FALSE,FALSE,18
https://psce.pw/8jjgya,malicious,29,0,0.7586206896551724,0.1724137931034483,35,0,1,1,0,1,15,FALSE,1,0,FALSE,FALSE,FALSE,18
https://gemini0002.zeabur.app/,malicious,5,0,1,0,1,1,0,1,0,1,1,TRUE,0,0,FALSE,FALSE,FALSE,6
http://airbnb-clone-lime.vercel.app/,malicious,0,0,0,0,0,0,0,0,0,20,0,FALSE,0,0,FALSE,FALSE,FALSE,11
http://undian-whatsapp99.blogspot.com/,malicious,5,0,1,0,3,0,1,1,0,0,2,FALSE,0,0,FALSE,FALSE,FALSE,22
https://parking-pcnfyp.vip/index.html,malicious,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,2
https://parking-pcnfk.vip/index.html,malicious,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,2
http://195909.com/m,malicious,36,0,0.7222222222222222,0,0,0,0,1,0,65,0,FALSE,0,0,FALSE,FALSE,TRUE,10
http://11654455.com/,malicious,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,2
http://1165llll.com/,malicious,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,2
http://ge.208209.xyz/,malicious,5,0,1,0,1,1,0,1,0,1,1,TRUE,0,0,FALSE,FALSE,FALSE,6
https://parking-pcnfx.vip/index.html,malicious,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,2
https://parking-pcnfys.vip/index.html,malicious,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,2
http://amazon-clone-16.netlify.app/,malicious,16,0.75,0,0.125,0,0,0,0,0,50,0,FALSE,0,0,FALSE,FALSE,FALSE,6
https://parking-pcnfyd.vip/index.html,malicious,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,2
http://17752299.com/,malicious,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,2
https://parking-pcnfz.vip/i,malicious,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,2
http://212-227-48-175.cprapid.com/de,malicious,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,FALSE,FALSE,TRUE,1
http://xx1615.com/,malicious,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,2
http://195243.com/m,malicious,36,0,0.7222222222222222,0,0,0,0,1,0,65,0,FALSE,0,0,FALSE,FALSE,TRUE,10
http://qq7765.com/,malicious,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,2
http://4uoialdt0ghaj.duckdns.org/en/,malicious,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,FALSE,FALSE,TRUE,2
https://robloxr.com.es/users/828077091/profile,malicious,90,0,0.7888888888888889,0.066666667,35,0,1,1,0,1,31,TRUE,0,0,FALSE,FALSE,FALSE,19
http://195195h.com/m,malicious,38,0,0.6842105263157895,0,0,0,0,1,0,71,0,FALSE,0,0,FALSE,FALSE,TRUE,10
http://76650077.com/,malicious,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,2
http://gemini.codesphere.chat/,malicious,5,0,1,0,1,1,0,1,0,1,1,TRUE,0,0,FALSE,FALSE,FALSE,6
http://easy-bank-alpha.vercel.app/,malicious,16,0,0,0.3125,1,0,0,0,0,11,0,FALSE,0,0,FALSE,FALSE,FALSE,7
http://16659988.com/,malicious,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,2
https://channelhub.online/i83513c8b6398545cctbd1d42dcja94e760f.html,malicious,7,0,0.14285714285714285,0,0,1,1,0,1,0,3,FALSE,0,0,FALSE,FALSE,FALSE,20
https://helguerosport.com.ar/,malicious,2,0,1,0,0,1,0,1,0,1,0,FALSE,2,0,FALSE,FALSE,FALSE,21
http://1775tt.com/,malicious,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,2
https://sso-auth.com/WRkqw2X3HU4?/facebook_secure_account?id=759347502378427672987349826578129038123807394,malicious,46,0,0.043478260869565216,0,0,1,1,1,0,0,1,TRUE,0,0,FALSE,FALSE,FALSE,8
https://emailnotificationz.com/landing/form/e520780c-98ea-48b0-9ee7-a5883300e511,malicious,2,0,0,1,0,0,0,1,0,0,1,FALSE,0,0,FALSE,FALSE,FALSE,6
https://novadent.cl/accounthaggh,malicious,7,0,0.2857142857142857,0,0,0,1,1,0,0,0,TRUE,0,0,FALSE,FALSE,FALSE,11
https://parking-pcnfyh.vip/i,malicious,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,2
http://pub-98040ea363724ccebacba31c3ad69f60.r2.dev/index.html,malicious,2,0,0,0,0,1,1,1,0,0,96,TRUE,0,0,FALSE,FALSE,FALSE,7
http://1165zz.com/index.html,malicious,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,2
https://parking-pcnfyj.vip/i,malicious,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,2
http://15052233.com/,malicious,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,2
https://tiktok.creatorlivecenter.com/-4933084913,malicious,29,0,0,0.034482758620689655,3,0,0,1,0,1,3,FALSE,0,0,FALSE,FALSE,FALSE,20
https://kv-cont-blared.pages.dev/help/contact/144372973494927/,malicious,0,0,0,0,1,0,0,1,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,2
https://kv-cont-blared.pages.dev/help/contact/153875618812972/,malicious,0,0,0,0,1,0,0,1,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,2
http://1775rr.com/,malicious,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,2
http://easy-bank-landing-page-olive.vercel.app/,malicious,28,0,0.071428571,0,0,0,0,0,0,10,0,FALSE,0,0,FALSE,FALSE,FALSE,9
http://gemini-hunter.zeabur.app/,malicious,5,0,1,0,1,1,0,1,0,1,1,TRUE,0,0,FALSE,FALSE,FALSE,6
http://1565vv.com/,malicious,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,2
http://1665ttt.com/,malicious,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,2
https://kv-cont-blared.pages.dev/help/contact/284755512051484/,malicious,0,0,0,0,1,0,0,1,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,2
http://gb.111321.xyz/,malicious,5,0,1,0,1,1,0,1,0,1,1,TRUE,0,0,FALSE,FALSE,FALSE,6
http://195gggg.com/,malicious,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,2
http://ilanrubinmusic.com/wp-admin/user/outlook-uni-oldenburg.html,malicious,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,FALSE,FALSE,TRUE,2
http://13213312.zeabur.app/,malicious,5,0,1,0,1,1,0,1,0,1,1,TRUE,0,0,FALSE,FALSE,FALSE,6
https://go.ly/www-robIox-profile,malicious,22,0,0.45454545454545453,0.13636363636363635,35,0,1,1,0,1,9,FALSE,1,0,FALSE,FALSE,FALSE,21
https://parking-pcnfc.vip/index.html,malicious,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,2
http://whatsasugardaddy.com/wp-admin/.wp-languages/.wjpl95qv_mlr.php,malicious,3,0.3333333333333333,0,0,0,0,0,1,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,3
https://earlier-concept-180784.framer.app/,malicious,1,0,1,0,0,0,2,1,2,0,3,FALSE,0,0,FALSE,FALSE,FALSE,9
http://amazon-clone-gamma-ashen.vercel.app/,malicious,30,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,6
http://pub-0c1a56b09e0d486882eda1d2f972fe31.r2.dev/index.html,malicious,2,0,0,0,0,1,1,1,0,0,96,TRUE,0,0,FALSE,FALSE,FALSE,7
https://parking-pcngt.vip/i,malicious,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,2
https://cn.mebetx11.com/home/register/,malicious,23,0,0.086956522,0.17391304347826086,5,1,2,1,0,4,0,FALSE,0,1,FALSE,FALSE,FALSE,10
http://iohwauldgrndiawodibaobfwf.netlify.app/,malicious,2,0,0,0,1,0,0,1,0,3,0,FALSE,0,0,FALSE,FALSE,FALSE,9
http://195xxxx195.com/,malicious,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,2
http://1565999777.com/,malicious,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,2
http://pub-db8a555cc7604d94b73be74bd644de95.r2.dev/index.html,malicious,2,0,0,0,0,1,1,1,0,0,96,TRUE,0,0,FALSE,FALSE,FALSE,7
https://roblox.com.ge/communities/2249183734/,malicious,16,0,0,0.375,32,0,1,1,0,2,5,FALSE,1,0,FALSE,FALSE,FALSE,15
https://amexz.lolitaquan.com/,malicious,1,0,0,0,0,0,0,1,0,0,0,FALSE,0,0,FALSE,FALSE,TRUE,2
https://tiktok.mall-iiz.shop/3.html,malicious,245,0,0.9918367346938776,0,0,0,1,1,0,12,1,TRUE,0,0,FALSE,FALSE,FALSE,19
http://tiktok.mall-iiz.shop/2.html,malicious,110,0,0.9363636363636364,0.027272727,0,0,0,1,0,0,1,TRUE,0,0,TRUE,FALSE,FALSE,13
http://roblox.com.ge/communities/3431478930/,malicious,16,0,0,0.375,32,0,1,1,0,2,5,FALSE,1,0,FALSE,FALSE,FALSE,15
http://over-uphlld-o-sso.daftpage.com/,malicious,1,0,1,0,6,0,0,1,0,0,1,FALSE,0,0,FALSE,FALSE,FALSE,12
https://cn.lumxza.com/home/register?code=21449/,malicious,10,0,0.2,0.1,5,1,0,1,0,2,1,FALSE,0,0,FALSE,FALSE,FALSE,8
http://shayon27.github.io/Netflix-Clone,malicious,5,0,0,0.2,1,1,0,1,1,1,3,FALSE,0,0,FALSE,FALSE,FALSE,9
http://oracle2.456312.xyz/,malicious,5,0,1,0,1,1,0,1,0,1,1,TRUE,0,0,FALSE,FALSE,FALSE,6
http://e-logistics.co.za/wp-content/plugins/courierguy,malicious,6,0,0,0,0,0,0,1,0,3,0,TRUE,2,0,FALSE,FALSE,FALSE,26
http://195267.com/,malicious,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,2
http://codalegend.github.io/Raku,malicious,105,0,0.5714285714285714,0.3238095238095238,0,0,0,1,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,6
http://devadath07.github.io/Netflix-Website-clone,malicious,6,0,1,0,1,0,0,1,0,0,5,FALSE,0,0,FALSE,FALSE,FALSE,7
http://1615jjjj.com/,malicious,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,2
http://195932.com/m,malicious,36,0,0.7222222222222222,0,0,0,0,1,0,65,0,FALSE,0,0,FALSE,FALSE,TRUE,10
http://1565ppp.com/lander,malicious,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,2
http://2365000999.com/wp-admin,malicious,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,2
http://johnsmithnetskope.github.io/,malicious,2,0,0,0,0,1,0,1,1,0,1,TRUE,0,0,FALSE,FALSE,FALSE,7
http://easy-bank-theta.vercel.app/,malicious,7,0,0.14285714285714285,0,0,0,0,0,0,18,0,FALSE,0,0,FALSE,FALSE,FALSE,7
http://wgh-gb.zeabur.app/,malicious,5,0,1,0,1,1,0,1,0,1,1,TRUE,0,0,FALSE,FALSE,FALSE,6
http://u5sn2athv5k23.zeabur.app/,malicious,5,0,1,0,1,1,0,1,0,1,1,TRUE,0,0,FALSE,FALSE,FALSE,6
http://ledger-com-strt.netlify.app/,malicious,47,0,0,0,1,0,0,1,0,4,0,FALSE,0,0,FALSE,FALSE,FALSE,10
http://geminibalance1.6045833.xyz/,malicious,5,0,1,0,1,1,0,1,0,1,1,TRUE,0,0,FALSE,FALSE,FALSE,6
https://sziwerssc.cloudaccess.host/mycssami/mycss/,malicious,4,0,1,0,0,0,0,1,0,1,0,FALSE,2,0,FALSE,FALSE,FALSE,17
http://amazon-ui-clone-pi.vercel.app/,malicious,20,0.85,0,0.05,0,0,0,0,0,63,0,FALSE,0,0,FALSE,FALSE,FALSE,6
https://roblox.com.ge/communities/3101813130/,malicious,16,0,0,0.375,32,0,1,1,0,2,5,FALSE,1,0,FALSE,FALSE,FALSE,15
http://gemini.dimaray.com/,malicious,5,0,1,0,1,1,0,1,0,1,1,TRUE,0,0,FALSE,FALSE,FALSE,6
http://217-154-152-100.cprapid.com/de,malicious,3,0,0.6666666666666666,0,0,0,0,0,0,4,0,FALSE,0,0,FALSE,FALSE,FALSE,8
https://walinkr.cc/FTuFGylJ/,malicious,2,0,0,0,2,0,0,1,0,54,6,FALSE,0,0,FALSE,FALSE,FALSE,11
http://vivekyadav72560.github.io/Spotify-clone,malicious,6,0,1,0,0,0,0,0,0,12,6,FALSE,0,0,FALSE,FALSE,FALSE,11
http://coinbasecdnlogn.wixsite.com/en-us,malicious,5,0,1,0,0,0,2,1,0,0,1,FALSE,0,0,FALSE,FALSE,FALSE,20
https://waquick.cc/FwaRsXWz/,malicious,2,0,0,0,2,0,0,1,0,54,6,FALSE,0,0,FALSE,FALSE,FALSE,11
http://amazon-clone-by-shanmukh.vercel.app/,malicious,302,0,0.029801324503311258,0,3,0,0,0,0,197,2,FALSE,0,0,FALSE,FALSE,FALSE,13
https://cn.202manx.com/home/register/,malicious,23,0,0.086956522,0.17391304347826086,5,1,2,1,0,4,0,FALSE,0,1,FALSE,FALSE,FALSE,10
https://aai520.zeabur.app/,malicious,5,0,1,0,1,1,0,1,0,1,1,TRUE,0,0,FALSE,FALSE,FALSE,6
https://skllm.zeabur.app/,malicious,5,0,1,0,1,1,0,1,0,1,1,TRUE,0,0,FALSE,FALSE,FALSE,6
http://gemini.108116.xyz/,malicious,5,0,1,0,1,1,0,1,0,1,1,TRUE,0,0,FALSE,FALSE,FALSE,6
http://195233.com/m,malicious,36,0,0.7222222222222222,0,0,0,0,1,0,65,0,FALSE,0,0,FALSE,FALSE,TRUE,10
http://4uoialdt0ghaj.duckdns.org/ja/,malicious,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,FALSE,FALSE,TRUE,2
http://aw3go3nria0n5.duckdns.org/ja/,malicious,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,FALSE,FALSE,TRUE,2
https://webfun.website/landingpages/a462b1ba-cbb5-4aec-853c-99f6af486dd1/jhAEYEtInnqYxzPh_N4lL-B6doAiM3LckFuEP39p2Kc,malicious,4,0,0,0,0,1,0,1,1,0,3,TRUE,0,0,FALSE,FALSE,FALSE,16
http://7665ss.com/,malicious,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,2
http://195195f.com/m,malicious,38,0,0.6842105263157895,0,0,0,0,1,0,71,0,FALSE,0,0,FALSE,FALSE,TRUE,10
http://feature-upholld-coms.daftpage.com/,malicious,1,0,1,0,6,0,0,1,0,0,1,FALSE,0,0,FALSE,FALSE,FALSE,10
http://easy-bank-zeta.vercel.app/,malicious,22,0,0.045454545454545456,0,1,0,0,0,0,17,0,FALSE,0,0,FALSE,FALSE,FALSE,8
http://szx.ggbh4444.xyz/,malicious,5,0,1,0,1,1,0,1,0,1,1,TRUE,0,0,FALSE,FALSE,FALSE,6
http://195666999.com/,malicious,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,2
https://shreyanshjaiswal3.github.io/Netlifx/,malicious,0,0,0,0,0,0,0,0,0,1,6,FALSE,0,0,FALSE,FALSE,FALSE,5
http://easybank-landing-page.rabwinter.vercel.app/,malicious,33,0,0.060606061,0,1,0,0,0,0,6,0,FALSE,0,0,FALSE,FALSE,FALSE,8
http://incredible-kelpie-0d151e.netlify.app/,malicious,0,0,0,0,0,0,0,1,0,12,0,FALSE,0,0,FALSE,FALSE,FALSE,8
http://11659955.com/,malicious,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,2
http://195247.com/m,malicious,36,0,0.7222222222222222,0,0,0,0,1,0,65,0,FALSE,0,0,FALSE,FALSE,TRUE,10
https://www.roblox.com.ml/communities/2729684999/RB,malicious,16,0,0,0.375,32,0,1,1,0,2,5,FALSE,1,0,FALSE,FALSE,FALSE,18
https://cn.mcdvdh.com/home/register,malicious,10,0,0.2,0.1,5,1,0,1,0,2,1,FALSE,0,0,FALSE,FALSE,FALSE,9
http://key.887777.xyz/,malicious,5,0,1,0,1,1,0,1,0,1,1,TRUE,0,0,FALSE,FALSE,FALSE,6
http://my-gemi-balance.zeabur.app/,malicious,5,0,1,0,1,1,0,1,0,1,1,TRUE,0,0,FALSE,FALSE,FALSE,6
http://jp.binance.bitlnb.cc/,malicious,35,0,0,0,0,0,0,1,0,36,0,FALSE,0,0,FALSE,FALSE,FALSE,9
http://sbh46.cn/,malicious,94,0.010638297872340425,0.085106383,0,3,0,0,0,0,10,0,FALSE,0,0,FALSE,FALSE,FALSE,10
https://albyangdtt.zeabur.app/,malicious,5,0,1,0,1,1,0,1,0,1,1,TRUE,0,0,FALSE,FALSE,FALSE,6
http://yy-gb2.zeabur.app/,malicious,5,0,1,0,1,1,0,1,0,1,1,TRUE,0,0,FALSE,FALSE,FALSE,6
http://gemini-1234.zeabur.app/,malicious,5,0,1,0,1,1,0,1,0,1,1,TRUE,0,0,FALSE,FALSE,FALSE,6
https://roblox.com.ge/users/9588156880/profile,malicious,29,0,0.3448275862068966,0.2413793103448276,36,0,1,1,0,2,13,FALSE,1,0,FALSE,FALSE,FALSE,22
https://www.robiox.com.py/users/319297818470/profile,malicious,16,0,0.6875,0.1875,35,0,1,1,0,1,4,FALSE,1,0,FALSE,FALSE,FALSE,18
http://gorgeous-stardust-5d4585.netlify.app/,malicious,0,0,0,0,0,0,0,1,0,12,0,FALSE,0,0,FALSE,FALSE,FALSE,8
http://1665000666.com/,malicious,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,2
http://16151122.com/,malicious,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,2
https://artraglobal.com.tr/pf/,malicious,3,0,0.3333333333333333,0,0,0,0,0,0,2,0,TRUE,0,0,FALSE,FALSE,FALSE,11
http://195269.com/lander,malicious,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,2
http://easy-bank-psi.vercel.app/,malicious,21,0,0.095238095,0.047619047619047616,0,0,0,0,0,14,0,FALSE,0,0,FALSE,FALSE,FALSE,8
http://1565xx.com/,malicious,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,2
http://instagramhehbejrrhrjrbrirb.blogspot.com/,malicious,0,0,0,0,0,0,0,1,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,2
http://easybank-sand.vercel.app/,malicious,21,0,0,0,0,0,0,0,0,16,0,FALSE,0,0,FALSE,FALSE,FALSE,7
https://samantarique.github.io/Amazone--clone--ui/,malicious,9,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,6
